epoch,train_loss,val_loss,val_metric,dataset
0,0.3522223914662997,0.15616168081760406,0.5570499300956726,gs-lf
0,0.3522223914662997,0.15616168081760406,0.5570499300956726,average
1,0.13934121057391166,0.13469763100147247,0.5740396976470947,gs-lf
1,0.13934121057391166,0.13469763100147247,0.5740396976470947,average
2,0.13266295890013377,0.13375429809093475,0.5729355216026306,gs-lf
2,0.13266295890013377,0.13375429809093475,0.5729355216026306,average
3,0.13149090372025968,0.13202396035194397,0.5870530605316162,gs-lf
3,0.13149090372025968,0.13202396035194397,0.5870530605316162,average
4,0.12901116435726484,0.12912118434906006,0.6025762557983398,gs-lf
4,0.12901116435726484,0.12912118434906006,0.6025762557983398,average
5,0.1251937904705604,0.12565064430236816,0.676899790763855,gs-lf
5,0.1251937904705604,0.12565064430236816,0.676899790763855,average
6,0.12155129114786783,0.1224830225110054,0.6925844550132751,gs-lf
6,0.12155129114786783,0.1224830225110054,0.6925844550132751,average
7,0.11879586353898049,0.12202730774879456,0.7238852977752686,gs-lf
7,0.11879586353898049,0.12202730774879456,0.7238852977752686,average
8,0.1164697120587031,0.12425310164690018,0.7495564818382263,gs-lf
8,0.1164697120587031,0.12425310164690018,0.7495564818382263,average
9,0.11438612180451552,0.12267009913921356,0.7537753582000732,gs-lf
9,0.11438612180451552,0.12267009913921356,0.7537753582000732,average
10,0.11254440223177274,0.11725175380706787,0.7796406745910645,gs-lf
10,0.11254440223177274,0.11725175380706787,0.7796406745910645,average
11,0.11115501858294011,0.11552371829748154,0.7896847128868103,gs-lf
11,0.11115501858294011,0.11552371829748154,0.7896847128868103,average
12,0.10964386338988939,0.11460347473621368,0.7986381649971008,gs-lf
12,0.10964386338988939,0.11460347473621368,0.7986381649971008,average
13,0.10893123323718706,0.11445308476686478,0.8026806116104126,gs-lf
13,0.10893123323718706,0.11445308476686478,0.8026806116104126,average
14,0.10788652673363686,0.1170886754989624,0.8111290335655212,gs-lf
14,0.10788652673363686,0.1170886754989624,0.8111290335655212,average
15,0.10732524084548155,0.11620603501796722,0.8151590824127197,gs-lf
15,0.10732524084548155,0.11620603501796722,0.8151590824127197,average
16,0.10648915320634841,0.11141707748174667,0.8200164437294006,gs-lf
16,0.10648915320634841,0.11141707748174667,0.8200164437294006,average
17,0.1059472106397152,0.10989690572023392,0.8212215304374695,gs-lf
17,0.1059472106397152,0.10989690572023392,0.8212215304374695,average
18,0.10505656028787295,0.10993889719247818,0.8266035914421082,gs-lf
18,0.10505656028787295,0.10993889719247818,0.8266035914421082,average
19,0.1045230636994044,0.11048446595668793,0.8263437747955322,gs-lf
19,0.1045230636994044,0.11048446595668793,0.8263437747955322,average
20,0.10403081725041072,0.11153765767812729,0.8273967504501343,gs-lf
20,0.10403081725041072,0.11153765767812729,0.8273967504501343,average
21,0.10394606764117877,0.11057178676128387,0.8302844166755676,gs-lf
21,0.10394606764117877,0.11057178676128387,0.8302844166755676,average
22,0.10321436710655689,0.10897030681371689,0.8343538045883179,gs-lf
22,0.10321436710655689,0.10897030681371689,0.8343538045883179,average
23,0.1029455054551363,0.10654839128255844,0.836696207523346,gs-lf
23,0.1029455054551363,0.10654839128255844,0.836696207523346,average
24,0.10246175241967043,0.11076391488313675,0.8375256657600403,gs-lf
24,0.10246175241967043,0.11076391488313675,0.8375256657600403,average
25,0.10208059748013815,0.10848003625869751,0.837887167930603,gs-lf
25,0.10208059748013815,0.10848003625869751,0.837887167930603,average
26,0.10168120078742504,0.11124762147665024,0.8374958038330078,gs-lf
26,0.10168120078742504,0.11124762147665024,0.8374958038330078,average
27,0.10190386225779852,0.10940523445606232,0.840923547744751,gs-lf
27,0.10190386225779852,0.10940523445606232,0.840923547744751,average
28,0.10100671313703061,0.1082267016172409,0.8400245308876038,gs-lf
28,0.10100671313703061,0.1082267016172409,0.8400245308876038,average
29,0.10031032760938009,0.10608261823654175,0.8446640968322754,gs-lf
29,0.10031032760938009,0.10608261823654175,0.8446640968322754,average
30,0.10089789095024268,0.1071915552020073,0.8448972702026367,gs-lf
30,0.10089789095024268,0.1071915552020073,0.8448972702026367,average
31,0.1001542756954829,0.10875395685434341,0.8458503484725952,gs-lf
31,0.1001542756954829,0.10875395685434341,0.8458503484725952,average
32,0.0999827403575182,0.10827475786209106,0.8459509611129761,gs-lf
32,0.0999827403575182,0.10827475786209106,0.8459509611129761,average
33,0.09959780797362328,0.10741845518350601,0.847721517086029,gs-lf
33,0.09959780797362328,0.10741845518350601,0.847721517086029,average
34,0.09955184732874235,0.10838022083044052,0.8486751317977905,gs-lf
34,0.09955184732874235,0.10838022083044052,0.8486751317977905,average
35,0.09894575215876103,0.10689937323331833,0.8494246602058411,gs-lf
35,0.09894575215876103,0.10689937323331833,0.8494246602058411,average
36,0.09883641066650549,0.10749773681163788,0.8472036123275757,gs-lf
36,0.09883641066650549,0.10749773681163788,0.8472036123275757,average
37,0.0984096155812343,0.10487275570631027,0.8509513139724731,gs-lf
37,0.0984096155812343,0.10487275570631027,0.8509513139724731,average
38,0.09813762692113717,0.1065591350197792,0.8511838316917419,gs-lf
38,0.09813762692113717,0.1065591350197792,0.8511838316917419,average
39,0.09831091028948626,0.10535024851560593,0.8534284830093384,gs-lf
39,0.09831091028948626,0.10535024851560593,0.8534284830093384,average
40,0.09781177751719952,0.10663718730211258,0.8507686257362366,gs-lf
40,0.09781177751719952,0.10663718730211258,0.8507686257362366,average
41,0.09759906058510144,0.10426854342222214,0.8557632565498352,gs-lf
41,0.09759906058510144,0.10426854342222214,0.8557632565498352,average
42,0.09738139684001605,0.10400211811065674,0.8541107773780823,gs-lf
42,0.09738139684001605,0.10400211811065674,0.8541107773780823,average
43,0.09722579481701056,0.10473299026489258,0.8572691679000854,gs-lf
43,0.09722579481701056,0.10473299026489258,0.8572691679000854,average
44,0.09726445823907852,0.10676164925098419,0.8535759449005127,gs-lf
