,rmse_avg,rmse_std,rmse_avg-std,n_features
2,0.5434195973238164,0.036866311026360406,0.506553286297456,2
3,0.5333408039668269,0.03747216604312275,0.49586863792370417,3
4,0.5288946791899217,0.03482787686705473,0.494066802322867,4
5,0.5259052573002849,0.03290360082248909,0.4930016564777958,5
6,0.5235566589393843,0.030559367732778214,0.49299729120660607,6
7,0.521765422676558,0.029341912915229716,0.4924235097613283,7
8,0.52065480356054,0.027278875024259495,0.49337592853628043,8
9,0.5192285309016678,0.02571970581550097,0.4935088250861668,9
10,0.5184924817834625,0.02443788870376947,0.49405459307969307,10
11,0.517889724036094,0.023567032330099706,0.4943226917059943,11
12,0.5171207017880435,0.02299407579094579,0.49412662599709767,12
13,0.5164367059863986,0.021789451798163786,0.4946472541882348,13
14,0.5160238864522344,0.02086857794978909,0.4951553085024453,14
15,0.5158316382021103,0.020283719564833196,0.4955479186372771,15
16,0.5152703016292278,0.01945942617188907,0.49581087545733876,16
17,0.514710016023991,0.018918984019137736,0.4957910320048533,17
18,0.5146518285841879,0.01841354270377755,0.49623828588041036,18
19,0.5141202338370626,0.017815407381184405,0.4963048264558782,19
20,0.5139337573338573,0.01727758746385047,0.4966561698700068,20
21,0.5138565025035983,0.017069619442968198,0.49678688306063007,21
22,0.5135002108330621,0.016341089607764033,0.49715912122529804,22
23,0.513219291062702,0.01617113209417094,0.4970481589685311,23
24,0.5130188584185412,0.015665462812817173,0.49735339560572406,24
25,0.5128633813296685,0.01532194195495154,0.49754143937471695,25
26,0.5127239251361115,0.015047666476499869,0.4976762586596117,26
27,0.5126017826286201,0.0146084577180243,0.4979933249105958,27
28,0.5124292674175376,0.014445869199376744,0.49798339821816084,28
29,0.5124082475357018,0.014007835823962466,0.4984004117117393,29
30,0.5122960108325175,0.013841636562461446,0.49845437427005607,30
31,0.5121115833305961,0.013470937848808477,0.49864064548178766,31
32,0.5120218778706879,0.013142783728702872,0.498879094141985,32
33,0.5118198012725249,0.013131438294990956,0.49868836297753394,33
34,0.5117557146897845,0.012769656329705142,0.49898605836007937,34
35,0.511582173081555,0.01259824590867696,0.498983927172878,35
36,0.5114398200337026,0.012336767266017503,0.4991030527676851,36
37,0.5115356764779722,0.012133038053086487,0.4994026384248857,37
38,0.5115044552995978,0.012011508971910227,0.49949294632768754,38
39,0.5114657602791977,0.011714260916541812,0.49975149936265584,39
40,0.5114042948659703,0.011537191815089883,0.4998671030508804,40
41,0.5113076957827895,0.011327413525471983,0.49998028225731744,41
42,0.5112018701695926,0.011217112396502563,0.49998475777309004,42
43,0.511183506359612,0.01102676942150082,0.5001567369381111,43
44,0.5109653714772409,0.010857983887078402,0.5001073875901625,44
45,0.5110455752874076,0.010805093919735902,0.5002404813676716,45
46,0.5111057441227789,0.010627248420181977,0.500478495702597,46
47,0.5108442062652115,0.010334570977623875,0.5005096352875876,47
48,0.5109326725776057,0.010198142345439082,0.5007345302321666,48
49,0.5108182678521026,0.01015924058082702,0.5006590272712755,49
50,0.5108808927932014,0.010061226283683215,0.5008196665095181,50
51,0.5106531045963235,0.009912299251576561,0.500740805344747,51
52,0.5107307146854005,0.009797629368048403,0.5009330853173521,52
53,0.5106497470553888,0.009606800518924886,0.5010429465364639,53
54,0.510521144829448,0.009464331445413438,0.5010568133840345,54
55,0.5106735309035091,0.009389736834826462,0.5012837940686826,55
56,0.5105220106805713,0.00932296150327558,0.5011990491772957,56
57,0.5103984090828982,0.00921548727848452,0.5011829218044137,57
58,0.5104565735761325,0.00904862368801556,0.501407949888117,58
59,0.5104754922312841,0.008853845153164243,0.5016216470781198,59
60,0.5103332364549809,0.008803378272649303,0.5015298581823315,60
61,0.5103440187674337,0.00870843548879451,0.5016355832786392,61
62,0.5102611798827538,0.008586522181198104,0.5016746577015556,62
63,0.5104354342427537,0.008517818066785181,0.5019176161759685,63
64,0.5102057083533897,0.008340082732153094,0.5018656256212366,64
65,0.5102847063878309,0.008251980955445047,0.5020327254323859,65
66,0.5101521882799231,0.008233390860147256,0.5019187974197759,66
67,0.5102018409326542,0.008097351580682503,0.5021044893519717,67
68,0.5102323979498826,0.008077100167927644,0.502155297781955,68
69,0.5100523968103057,0.007998067846063467,0.5020543289642422,69
70,0.5101249033019257,0.007867300879293004,0.5022576024226327,70
71,0.5101875125891281,0.007773971571502185,0.5024135410176259,71
72,0.5100771568459188,0.0076936308824705245,0.5023835259634483,72
73,0.5100552178531472,0.007571428955574285,0.502483788897573,73
74,0.5100267391696589,0.007500558542911581,0.5025261806267474,74
75,0.5099308758933095,0.007454084382834558,0.502476791510475,75
76,0.5099371168204883,0.007366406962520173,0.502570709857968,76
77,0.5099556984236702,0.007264012737491882,0.5026916856861783,77
78,0.5100279520071667,0.007251736935719754,0.5027762150714469,78
79,0.5099151040280648,0.007101103824700475,0.5028140002033643,79
80,0.5100256197739308,0.007105585637654255,0.5029200341362765,80
81,0.5099310890062001,0.00699901102090559,0.5029320779852945,81
82,0.5099637612971204,0.006955608678922055,0.5030081526181983,82
83,0.5098742280538794,0.006833537157512114,0.5030406908963673,83
