,rmse_avg,rmse_std,rmse_avg-std,n_features
2,0.5406573438479347,0.0366836210492758,0.5039737227986589,2
3,0.5310166210215133,0.03664719600604426,0.494369425015469,3
4,0.5266180785008671,0.03464977958628023,0.4919682989145868,4
5,0.5237267573296818,0.03240769390652548,0.4913190634231563,5
6,0.5218481962232171,0.030241764412963786,0.4916064318102533,6
7,0.5196959610329637,0.028548685455497887,0.4911472755774658,7
8,0.5181071610973415,0.026871755825901972,0.4912354052714395,8
9,0.5168844531954797,0.025450857592484485,0.4914335956029952,9
10,0.5160721950032485,0.02455104305666002,0.4915211519465885,10
11,0.5154615969544234,0.02329661140267913,0.49216498555174426,11
12,0.5146754709861421,0.02254748328753742,0.49212798769860466,12
13,0.5141804532941734,0.021506534211100777,0.4926739190830726,13
14,0.51384807978907,0.02045814350902834,0.49338993628004163,14
15,0.5130661255847468,0.020039326999257243,0.4930267985854896,15
16,0.5129081861501065,0.019440390311879874,0.4934677958382266,16
17,0.5125114080959718,0.018803702004974065,0.4937077060909978,17
18,0.5123183236892055,0.018217851805666454,0.49410047188353906,18
19,0.5119782768763015,0.017681470467033045,0.49429680640926843,19
20,0.5114777680260799,0.017207978276028744,0.49426978975005115,20
21,0.5113408493563361,0.016858710918314843,0.4944821384380212,21
22,0.5111881522535319,0.016362198616850798,0.4948259536366811,22
23,0.5109451177641896,0.0159630093984102,0.4949821083657794,23
24,0.5106386974124365,0.0156430709931885,0.494995626419248,24
25,0.5106648338828929,0.015294218266483348,0.4953706156164095,25
26,0.5104980208151929,0.01494176988406038,0.49555625093113254,26
27,0.5102672126877198,0.014617819687453862,0.49564939300026595,27
28,0.5102512510922219,0.014245172098653657,0.49600607899356824,28
29,0.5098871985826802,0.013975977389944669,0.4959112211927355,29
30,0.5098245503529432,0.013703080670270821,0.49612146968267234,30
31,0.5097768676752031,0.013313025155869969,0.4964638425193332,31
32,0.509641237013815,0.0131137435218921,0.49652749349192293,32
33,0.5096093161812356,0.012948169973487425,0.4966611462077482,33
34,0.5093806709786152,0.012683115112461781,0.4966975558661534,34
35,0.5093459410018633,0.012472395430324579,0.4968735455715387,35
36,0.5094556024946304,0.012313766080138148,0.4971418364144923,36
37,0.5091477486303937,0.012042320030578419,0.49710542859981527,37
38,0.5091373663994909,0.011811315129238309,0.4973260512702526,38
39,0.5089421225238311,0.011621229182902076,0.497320893340929,39
40,0.5091668497625818,0.01159378855391435,0.4975730612086674,40
41,0.5090473710326278,0.011204245828777252,0.4978431252038505,41
42,0.5089834650120254,0.0110420555496306,0.4979414094623948,42
43,0.5088877039202288,0.011033352455797679,0.4978543514644311,43
44,0.508761049869376,0.010769504313912156,0.4979915455554638,44
45,0.5086430999026945,0.010729758215869347,0.49791334168682516,45
46,0.5086000066055271,0.010606114303034452,0.49799389230249264,46
