,rmse_avg,rmse_std,rmse_avg-std,n_features
2,0.541890946074584,0.03528812885031113,0.5066028172242729,2
3,0.5324839250017841,0.035635225099745725,0.4968486999020384,3
4,0.5281345220444335,0.03322010216527082,0.4949144198791626,4
5,0.5251571578630707,0.031205029040178238,0.49395212882289247,5
6,0.5233358538498155,0.029077909545851193,0.4942579443039643,6
7,0.5218250754868828,0.027431192995424722,0.4943938824914581,7
8,0.5204743749844791,0.025884009872411476,0.49459036511206766,8
9,0.5197287270686957,0.02448673741801785,0.4952419896506778,9
10,0.5187217875781542,0.023327476817044664,0.49539431076110957,10
11,0.5179220452397186,0.022491285361721063,0.49543075987799756,11
12,0.5175904621024924,0.021239219407377642,0.4963512426951147,12
13,0.5166329786982554,0.020390463729950292,0.4962425149683051,13
14,0.5163063059512734,0.019617386422081502,0.49668891952919186,14
15,0.5157203151745073,0.019102646105355333,0.496617669069152,15
16,0.5154668447189757,0.018348848468259304,0.49711799625071645,16
17,0.5152263277304933,0.01785087332651583,0.49737545440397746,17
18,0.5146932378991989,0.01734595554128805,0.4973472823579108,18
19,0.5144445183853613,0.01693858944209587,0.49750592894326545,19
20,0.514431344532661,0.016519028775697848,0.4979123157569632,20
21,0.5140632659842882,0.01593864965061212,0.4981246163336761,21
22,0.5139821524886381,0.015674456192964425,0.4983076962956737,22
23,0.513668094933772,0.015251839533735243,0.4984162554000367,23
24,0.5135598776638248,0.014744113592044333,0.4988157640717805,24
25,0.51326260978905,0.01441607382710655,0.4988465359619435,25
26,0.5132598299272025,0.014140783768263127,0.49911904615893943,26
27,0.5132199798295387,0.013722276182511178,0.4994977036470275,27
28,0.5130495804483111,0.013525124623131997,0.49952445582517907,28
29,0.5128089583152527,0.013351175664815177,0.49945778265043755,29
30,0.5127347800952411,0.013036113277470954,0.49969866681777014,30
31,0.5124431423892595,0.012756283136555474,0.499686859252704,31
32,0.5124382597093228,0.01248890299215157,0.4999493567171712,32
33,0.5123047147501999,0.012287303326484198,0.5000174114237157,33
34,0.5123057159856648,0.012014567199925573,0.5002911487857392,34
35,0.5123961372819309,0.011837844035948713,0.5005582932459822,35
36,0.5121791418741606,0.011657362885634733,0.5005217789885259,36
37,0.5120050202474795,0.011447277445381003,0.5005577428020985,37
38,0.5120874157919963,0.011327684715756932,0.5007597310762394,38
39,0.5119815534116962,0.011115671320794636,0.5008658820909015,39
40,0.5118245851605734,0.010920532575666596,0.5009040525849068,40
41,0.51159937600054,0.01076788309141089,0.5008314929091291,41
42,0.5118108810570616,0.010633826759643673,0.501177054297418,42
43,0.51160602853493,0.010395260090980466,0.5012107684439495,43
44,0.5115819109493804,0.010275688202295288,0.5013062227470851,44
45,0.5116028617301351,0.010057710558242085,0.501545151171893,45
