,rmse_avg,rmse_std,n_features
378,0.48405116695835143,0.0057375635622416215,378
379,0.4839228900110686,0.005652461686282623,379
380,0.48395595937407365,0.0058104684656664525,380
381,0.48376298152703406,0.005905641468307218,381
382,0.48376107412962593,0.00570651028590051,382
383,0.4839141414255972,0.005764313116255682,383
384,0.48373785777835593,0.0056278464589270775,384
385,0.48343681393959403,0.005459044107875874,385
386,0.4842215944592168,0.0058137701062631044,386
387,0.48378402467404213,0.005826441434501006,387
388,0.4840993906113562,0.005857582435112692,388
389,0.48408025666375243,0.0057275684222976775,389
390,0.4839873544089386,0.005728992562015118,390
391,0.48404752465884066,0.005527355935609372,391
392,0.48390424617318706,0.00574191991023709,392
393,0.48371015146309515,0.005691820780531322,393
394,0.4838997616588907,0.005510540942320528,394
395,0.48384858781585305,0.005661109744201465,395
396,0.48381424717452826,0.005632941563434182,396
397,0.48396059056002366,0.0056209185864890526,397
398,0.48392963592664534,0.005526802395354631,398
399,0.48403705787530904,0.005524928297360781,399
400,0.4837359945570414,0.005561475788177127,400
401,0.4840513245003569,0.005418302015042813,401
402,0.4840722443834454,0.00531278201682382,402
403,0.4838964172974704,0.0055382245709003535,403
404,0.4837552334001368,0.005640400801257136,404
405,0.4837192092214509,0.005453091845733482,405
406,0.4839449741888776,0.0053030583113100336,406
407,0.4837166493361053,0.005692013670930203,407
408,0.4839406194070823,0.00553233473198188,408
409,0.4838578601013149,0.005351780318360111,409
410,0.4840933848971698,0.005528318362445032,410
411,0.4836422931267806,0.005358213304027731,411
412,0.48395218813551094,0.005226972840079513,412
413,0.48370330672884115,0.005412872865305755,413
414,0.48364549598811585,0.005537689823376447,414
415,0.48390546895346126,0.005226229542230898,415
416,0.48356968097411035,0.005485590170659796,416
417,0.4836011066589369,0.005203556582937418,417
418,0.4838374994254165,0.00540388724830724,418
419,0.4836965060730994,0.005327450640841458,419
420,0.4837840211234477,0.005302470784783682,420
421,0.48391878278093897,0.005323497293182004,421
422,0.48374114309959126,0.0053327336683696444,422
423,0.48385849099229644,0.005199469336777122,423
