matrix_index,mixture_num,max_key_mol,max_key_idx,max_query_mol,max_weight_val,min_key_mol,min_key_idx,min_query_mol,min_weight_val
0,0,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O,25,CCCC(=O)CC,0.5560378,CC(C)C=O,20,CCCC(=O)CC,0.10060162
0,0,C=C(C)[C@H]1CC=C(C)CC1,0,CC1=CC[C@@H](C(C)(C)O)CC1,0.42929733,CCCCCC(=O)O,7,CC1=CC[C@@H](C(C)(C)O)CC1,0.022974068
0,0,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O,25,CC(=O)Oc1ccc(C)cc1,0.5594743,CC(=O)C(=O)O,13,CC(=O)Oc1ccc(C)cc1,0.07379927
0,0,Cc1ccc(C(C)C)cc1,10,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O,0.34515178,CCCCCC(=O)O,7,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O,0.044366278
0,0,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O,25,CCOC(=O)CC,0.59083056,CC(C)C=O,20,CCOC(=O)CC,0.08286198
0,0,C=C(C)[C@H]1CC=C(C)CC1,0,CC(C)=CCC[C@H](C)CCO,0.5933185,C=CCCC(=O)O,16,CC(C)=CCC[C@H](C)CCO,0.03755148
0,0,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O,25,CCCCCCCC(=O)OCC,0.7052174,CC(C)C=O,20,CCCCCCCC(=O)OCC,0.12960869
0,0,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O,25,CCCC(=O)OCC,0.6636055,CC(C)C=O,20,CCCC(=O)OCC,0.09296121
0,1,CC(C)c1ccc(C=O)cc1,10,CSSC,0.57981,CC(C)C(=O)O,28,CSSC,0.026175082
0,1,CCCCSCCCC,26,COc1ccc(C)cc1,0.5598173,CCOC(=O)C(C)O,21,COc1ccc(C)cc1,0.06655105
0,1,CC(C)c1ccc(C=O)cc1,10,CC(CC=O)CCCC(C)(C)O,0.39797238,CCOC(=O)C(C)O,21,CC(CC=O)CCCC(C)(C)O,0.010163635
0,1,C#Cc1ccccc1,19,OC1CCCCC1,0.37298477,CCOC(=O)C(C)O,21,OC1CCCCC1,0.05286528
0,1,CC(C)c1ccc(C=O)cc1,10,CCCS,0.6633131,CC(C)C(=O)O,28,CCCS,0.01499519
0,1,c1ccc(Oc2ccccc2)cc1,25,C=CC(O)CCCCC,0.43280423,CC(C)C(=O)O,28,C=CC(O)CCCCC,0.065831296
0,1,CCCCSCCCC,26,C=C[C@](C)(O)CCC=C(C)C,0.40405217,CCOC(=O)C(C)O,21,C=C[C@](C)(O)CCC=C(C)C,0.014037067
0,1,CC(C)c1ccc(C=O)cc1,10,CSC,0.54325247,CC(C)C(=O)O,28,CSC,0.049940944
0,1,CCCCSCCCC,26,CC12CCC(CC1)C(C)(C)O2,0.46827337,CCOC(=O)C(C)O,21,CC12CCC(CC1)C(C)(C)O2,0.03608595
0,1,c1ccc(Oc2ccccc2)cc1,25,CCCCCC1CCC(=O)O1,0.4924353,CCOC(=O)C(C)O,21,CCCCCC1CCC(=O)O1,0.054953363
0,1,CCCCSCCCC,26,CC(C)c1ccc(C=O)cc1,0.36474648,CCOC(=O)C(C)O,21,CC(C)c1ccc(C=O)cc1,0.023101581
0,1,CC(C)c1ccc(C=O)cc1,10,CN(C)C,0.60349375,CCCCCC(C)=O,22,CN(C)C,0.18410912
0,1,CCCSCCC,15,O=C/C=C/c1ccccc1,0.30678767,CCOC(=O)C(C)O,21,O=C/C=C/c1ccccc1,0.008106269
0,1,CCCSCCC,15,CCCCCC(C)O,0.49499366,CC(C)C(=O)O,28,CCCCCC(C)O,0.11379215
0,1,c1ccc(Oc2ccccc2)cc1,25,CCCCCCCCC(C)=O,0.4218986,CCOC(=O)C(C)O,21,CCCCCCCCC(C)=O,0.0691974
0,1,CC(C)c1ccc(C=O)cc1,10,CCCSCCC,0.66926724,CC(C)C(=O)O,28,CCCSCCC,0.03150866
0,1,c1ccc(Oc2ccccc2)cc1,25,CCOC(=O)C1OC1(C)c1ccccc1,0.54947406,CCOC(=O)C(C)O,21,CCOC(=O)C1OC1(C)c1ccccc1,0.020482885
