,rmse_avg,rmse_std,nth_feature
0,0.5257251707257763,0.025547224247046432,0
1,0.5243562421149545,0.030313473611621906,1
2,0.5238200133016219,0.030050177730663673,2
3,0.5225768873413935,0.0301927899579659,3
4,0.5232033081930124,0.030775044497745832,4
5,0.52569996063845,0.0297970189279436,5
6,0.5214112373482919,0.03067003152653124,6
7,0.5231224324863449,0.029679059606052143,7
8,0.5202547212041143,0.028860814601105747,8
9,0.521471187266997,0.029510550006349428,9
10,0.5187482367016829,0.029701550094655922,10
11,0.5197625626323296,0.028734048209972204,11
12,0.5170757470488708,0.029014756472960118,12
13,0.5185983298242115,0.030387752161741055,13
14,0.52215812388715,0.02860299891709433,14
15,0.5149902460591782,0.02668162914174893,15
16,0.5294231000120994,0.026333967670011327,16
17,0.507504767335763,0.025695529804916763,17
18,0.5147780371120763,0.026630621237701466,18
19,0.5123638205196037,0.027452969049514726,19
20,0.501937446318015,0.023555276890761305,20
21,0.5094129869109199,0.027352263228490686,21
22,0.5075886654124777,0.026094539980284805,22
23,0.5011755883873922,0.025496254548777943,23
24,0.5123981705002051,0.026233701464039503,24
25,0.523227249895026,0.03045800125082358,25
26,0.5021127268567378,0.022239613942011602,26
27,0.4900624461673514,0.022507915720885868,27
28,0.4917745825244906,0.02304946937638144,28
29,0.4878187859673226,0.021018055904905533,29
30,0.5293451607706467,0.025946754158428693,30
31,0.5235345228619438,0.029634320433025885,31
32,0.5229979080388759,0.03117343359633265,32
33,0.5299397039522509,0.026225472543357737,33
34,0.5230008205891841,0.030758375569236815,34
35,0.5060543097524404,0.026722035489682855,35
36,0.5002211368260854,0.022484044229765684,36
37,0.5245406641751414,0.02995408571320821,37
38,0.5217040961550594,0.029035657756683424,38
39,0.4873377769275876,0.0232398272260711,39
40,0.5207219549669249,0.029520908208843868,40
41,0.48950158930354004,0.023610072131551207,41
42,0.4998691530001439,0.023359551841524887,42
43,0.4899336331054253,0.023607956762252393,43
44,0.5127880935815397,0.023868069777622843,44
45,0.4939793636635306,0.02307485850783839,45
46,0.5132645485681469,0.02725821490332666,46
47,0.5222561450252335,0.030831067172541145,47
48,0.5240459835187695,0.030104317567133172,48
49,0.514835793446992,0.02506899797544249,49
50,0.5141192752845543,0.02805255808619449,50
51,0.5277440088339833,0.027002503925703032,51
52,0.526706814301749,0.026444581791864295,52
53,0.5244888245708945,0.02733676868803723,53
54,0.5096101739902433,0.02464361141902982,54
55,0.5291478935441758,0.026119009973202476,55
56,0.4892992452682295,0.023304556791402777,56
57,0.5182922600522091,0.02723212850523417,57
58,0.5159930955340913,0.02534168517285649,58
59,0.5186868482311356,0.028343150479038053,59
60,0.5293447479032077,0.026034845453082305,60
61,0.49641279494650214,0.02336478666457003,61
62,0.5293115026805563,0.02662188431126189,62
63,0.5291873298466642,0.026208798730759892,63
64,0.5272662351110191,0.026538996966117598,64
65,0.5218200074033154,0.030045411783546087,65
66,0.5145632650054607,0.028340341892195857,66
67,0.5126969797003527,0.026743326581678006,67
68,0.5234513830172948,0.02720485462661019,68
69,0.5246009445808186,0.029839292006913265,69
70,0.5247202083709858,0.02826480488650531,70
71,0.5193443763895212,0.024075347877436568,71
72,0.50890862304718,0.026796115505369953,72
73,0.5214339957975123,0.02883632156094886,73
74,0.525164925072809,0.02688763643748689,74
75,0.5283925786617483,0.027232133985083437,75
76,0.5034579776641983,0.025757408876147293,76
77,0.5141189125043779,0.028521324306803878,77
78,0.5170526506073543,0.02991029127281379,78
79,0.5111876099042327,0.027515368577865323,79
80,0.49363639713761076,0.022555478329978708,80
81,0.5098912197394565,0.026338542984486436,81
82,0.5168041343423279,0.02835873337114156,82
83,0.5304189514651753,0.026239597897622525,83
84,0.5173530113712443,0.028278837087098992,84
85,0.5227309159260004,0.02650657646253681,85
86,0.496900291570291,0.02366452857952292,86
87,0.5144693405336664,0.027918373613834792,87
88,0.5141395394650023,0.027801573902984787,88
89,0.5293474785558622,0.026915856573553942,89
90,0.5201589063164894,0.028266005999153698,90
91,0.5175466285942986,0.02860819102158311,91
92,0.5237571792318986,0.02910222774918319,92
93,0.5231744113617242,0.027326180457109776,93
94,0.5234964353412452,0.02656711323449226,94
95,0.5201243486209337,0.029141683928484218,95
