,rmse_avg,rmse_std,nth_feature
0,0.5265964643467083,0.02647481719111292,0
1,0.5245373546578301,0.0346233731405792,1
2,0.5249278950057247,0.033865350772398856,2
3,0.5223658563831713,0.034856222997901566,3
4,0.5249789009515404,0.0333805049807404,4
5,0.5256614090398956,0.03497170407132487,5
6,0.524185850976076,0.0335809685510348,6
7,0.5251014840137388,0.03350502218354501,7
8,0.5196715556589921,0.033606240482514475,8
9,0.5226577646060956,0.03272563699637658,9
10,0.5182103179536945,0.03219149068115513,10
11,0.5205969425305957,0.0325565564746098,11
12,0.5173368121020606,0.032422770687530744,12
13,0.5200374281472333,0.03256835213451765,13
14,0.522826639657962,0.03177718310038067,14
15,0.5111128832029773,0.02926745839682702,15
16,0.5333995380699205,0.028371178728640707,16
17,0.501464582773219,0.028993830038562575,17
18,0.5116723600227412,0.030455944255740615,18
19,0.5112542706612909,0.030084398680310483,19
20,0.4973100450973367,0.026276760103065844,20
21,0.504785462550878,0.029388308408878506,21
22,0.5041048849888118,0.02864271418465725,22
23,0.4912041075080897,0.028943489938937493,23
24,0.5069917381061909,0.028622664343063604,24
25,0.5262791285795619,0.03502167015754743,25
26,0.4986250157440441,0.022056819906271924,26
27,0.48505577296137825,0.02255550111625415,27
28,0.4826742108575886,0.026792861556066968,28
29,0.4818855948756436,0.020557751540779292,29
30,0.5318415583784124,0.02731275008457123,30
31,0.5251460279545803,0.03329768229774865,31
32,0.5257636604302083,0.03448423272829522,32
33,0.534018418003403,0.028166257366944617,33
34,0.523810206008415,0.03352490242449561,34
35,0.4975320979760384,0.031263115212609834,35
36,0.49436285642732153,0.02252852223291258,36
37,0.5244089232940132,0.03379271806249415,37
38,0.5204007239875893,0.03381888779386958,38
39,0.4756626000904429,0.02597736197725169,39
40,0.5205087546784661,0.032565091997349416,40
41,0.4793157015863081,0.026475204485992113,41
42,0.4979927852950914,0.02291888928977695,42
43,0.4808516842006812,0.026581695093845403,43
44,0.5125315410480148,0.02457962150494623,44
45,0.48647526513974326,0.023879106941188655,45
46,0.5107087593538542,0.029868260152896297,46
47,0.5258490087039083,0.03301770089527981,47
48,0.5253494012012074,0.03455101999176684,48
49,0.5141695498279099,0.026691292960543962,49
50,0.5133995650621231,0.030396229043818206,50
51,0.5297549323531378,0.02851129086509032,51
52,0.5298791238459472,0.029095734537641,52
53,0.5275641928116127,0.02844787508653135,53
54,0.5085173924102818,0.025754724211044196,54
55,0.5335462520455859,0.027735429256641787,55
56,0.4823716388373457,0.024585304969273053,56
57,0.5185342588597707,0.028197958742214403,57
58,0.5160432608274487,0.02645683648527968,58
59,0.5182067366067815,0.03256482183988575,59
60,0.5342407481451221,0.02724609187076352,60
61,0.48899943616743985,0.02532549832252022,61
62,0.5320952076596207,0.028872700764936317,62
63,0.5323910795427782,0.027711577417624426,63
64,0.5302955975816233,0.029104503899610338,64
65,0.523864799331294,0.034399022210023326,65
66,0.5102155908808232,0.03245242951834425,66
67,0.5089749421421202,0.029813111212078604,67
68,0.5232776954507288,0.029388673058461132,68
69,0.5273726566761329,0.03224099569185086,69
70,0.5277368317499829,0.032406345185081856,70
71,0.5195103566870091,0.025782724580642104,71
72,0.5048122086365152,0.02816950152342182,72
73,0.5233831942642289,0.03262808229673072,73
74,0.5271716112755344,0.029188116981797595,74
75,0.5315029407225775,0.030015829586517197,75
76,0.5004120342861365,0.027898540800026215,76
77,0.51056347802561,0.03138198465728082,77
78,0.5169705180716249,0.031716172579289686,78
79,0.5074543178404102,0.030546543829333493,79
80,0.488582330261053,0.02422561173015104,80
81,0.5034379078229235,0.02890243250559948,81
82,0.5147374433917689,0.031144711604715682,82
83,0.533844805921605,0.027829229883183454,83
84,0.5171177450819794,0.03285134998474326,84
85,0.5232913482319393,0.029872935321747715,85
86,0.4892241680492484,0.02506645692144029,86
87,0.5117831930168463,0.030582125862918107,87
88,0.5118408542075202,0.030813196820461408,88
89,0.5339024328301816,0.02720909653146215,89
90,0.5213123457813859,0.02947013320798622,90
91,0.5151071035711767,0.03140841671846217,91
92,0.5254985108600582,0.032624475740225374,92
93,0.5242664020190141,0.02876332206263814,93
