,rmse_avg,rmse_std,nth_feature
0,0.5292056108553208,0.02552832750132898,0
1,0.527202907071552,0.03244665748744876,1
2,0.5270782964918278,0.03278119755210187,2
3,0.5265456875179757,0.03200156476606983,3
4,0.5264628331655401,0.03227314093355774,4
5,0.5284430529218437,0.03334953521870221,5
6,0.5257752017059256,0.03178734973264663,6
7,0.5266056535285961,0.032749116057902296,7
8,0.5217481052991122,0.031274751474371386,8
9,0.5225848930595721,0.032222956741144615,9
10,0.5205400274489921,0.030487080905508546,10
11,0.5196733207102725,0.032302401162369106,11
12,0.5166866400028177,0.03217158216849871,12
13,0.521220518907968,0.030363512279835678,13
14,0.5249444647937632,0.029948994967119502,14
15,0.5137889550891482,0.028172270570176197,15
16,0.535701131831632,0.02728540114731598,16
17,0.505831078992796,0.02797870265511418,17
18,0.5131063970554085,0.02930455539963948,18
19,0.5132404743444335,0.029456083403522584,19
20,0.5000583061507298,0.025565171160376488,20
21,0.5089139047292126,0.02922856609114635,21
22,0.5056908029642126,0.0275415307173205,22
23,0.49562750797696054,0.028074779939840595,23
24,0.5112626849454078,0.026955344113093038,24
25,0.528132038318858,0.03279510030277265,25
26,0.5029156400461658,0.022405544630981378,26
27,0.48996837704413426,0.023012994676508854,27
28,0.4907395206655094,0.025207634456131944,28
29,0.4864524823480652,0.02155283653535807,29
30,0.5341432336085524,0.025939807949532018,30
31,0.5254718967642851,0.03229060208870893,31
32,0.5287229924263349,0.031924089819006185,32
33,0.5355790651589473,0.026672167937790953,33
34,0.5264400357288925,0.03256082782638414,34
35,0.50359270747606,0.028702946471672305,35
36,0.49795195495620614,0.021250633346363432,36
37,0.5282488096348888,0.03205340595035819,37
38,0.5224234643076575,0.03213719290399054,38
39,0.47984548087931334,0.024933795867778927,39
40,0.521980856490019,0.03179070687440445,40
41,0.4824344409783213,0.025236465540747616,41
42,0.5011718906208456,0.022047753059067112,42
43,0.4827554174503469,0.02491223647554764,43
44,0.5146019981633044,0.023931818901251675,44
45,0.48917403748862537,0.02352224898274591,45
46,0.5120253063623047,0.02927978260531074,46
47,0.5273759300527201,0.03241195995388841,47
48,0.5282567284626978,0.0321208027179348,48
49,0.5167013685835369,0.025412358663377908,49
50,0.5149616951836585,0.030170987327119436,50
51,0.5323019126927422,0.026673397114328982,51
52,0.5330145437083103,0.027404954013431796,52
53,0.5301191209592718,0.02689245715637476,53
54,0.5120823349360069,0.02450177559171444,54
55,0.53552266904825,0.02648879113427347,55
56,0.48671431702009216,0.02511573524442854,56
57,0.5205798811352818,0.026727699741030092,57
58,0.5184123785184286,0.02615413875616501,58
59,0.5211694359706232,0.031131980861453856,59
60,0.5358138999556294,0.027374864950773112,60
61,0.49160485904065504,0.025107118325888675,61
62,0.5335998237993067,0.02697822391546121,62
63,0.5343129289265017,0.02696003535105179,63
64,0.5318392572189035,0.027496450243237946,64
65,0.5253129231692363,0.033187273489209,65
66,0.5136617769236339,0.029589795019754936,66
67,0.5122131589179504,0.027630661762752137,67
68,0.5253146158603549,0.028408194942881916,68
69,0.5302974863133257,0.03060898210374042,69
70,0.5299206787803609,0.031194838620049823,70
71,0.5210549363637266,0.024687129361314456,71
72,0.508718964235725,0.02797650699766266,72
73,0.5245295795476982,0.03178786510839851,73
74,0.5292738035124184,0.028732360420085742,74
75,0.5326248136335009,0.027989070752464384,75
76,0.5036975110377573,0.026697680360555996,76
77,0.5118785887536166,0.03153209347376005,77
78,0.5178926921347199,0.03069735549081129,78
79,0.5098921841013074,0.030842295362763218,79
80,0.4920281997832032,0.023357208798949505,80
81,0.5076403385561626,0.027415294679546575,81
82,0.5181102520322941,0.030019692317198594,82
83,0.5346016195924689,0.02724539731129305,83
84,0.5212723085372014,0.0315027204703827,84
85,0.5260508696725705,0.027594865640263568,85
86,0.49498613057159424,0.024666931975481428,86
87,0.5146314252959724,0.030263028448107368,87
88,0.5128654865025385,0.03156538763955188,88
89,0.5357107883862485,0.026882129178759484,89
90,0.5222507922571912,0.02916877836985355,90
91,0.518667526426369,0.0305918653978427,91
92,0.5270675815272983,0.031249979178040527,92
93,0.5263852308776157,0.02681188596983916,93
94,0.5275054149008034,0.028626564354959395,94
95,0.5231130772422472,0.03298986584612831,95
96,0.5092605285603441,0.028751457353969754,96
97,0.5200388179239948,0.02708126791401033,97
98,0.4937467400614751,0.02462155670063902,98
99,0.5104230264714268,0.030033025394283628,99
100,0.5343904705797118,0.028559366240873116,100
101,0.5295800976824413,0.029460500619508827,101
102,0.5355023779267917,0.02738669999503812,102
103,0.5223825022804056,0.032854216535699164,103
104,0.536054820855564,0.026120477661323846,104
105,0.5322740264411447,0.029155574551029306,105
106,0.5369267919874299,0.026279703450853852,106
107,0.5352151984979657,0.027351120848619133,107
108,0.5369997026401448,0.026018526169780468,108
109,0.5358611921515535,0.026486196735691254,109
110,0.5349693897592752,0.02721687054875914,110
111,0.5319443786912283,0.02690723239231768,111
112,0.5242722008668615,0.0278495451194347,112
113,0.5283638842740654,0.03370500630029917,113
114,0.5351728027860779,0.027291425024832124,114
115,0.5351606154718052,0.026658090879988695,115
116,0.5350380237078182,0.027479163590031472,116
117,0.5366168885385219,0.02568968892938685,117
118,0.5364064885394186,0.02641340504691523,118
119,0.5340888996256646,0.026940901914433782,119
120,0.5363051688999498,0.027025280109200665,120
121,0.5358809190836076,0.027112596918412193,121
122,0.5363147910921716,0.026561332631097834,122
123,0.5356818275284765,0.026668214235731725,123
124,0.5215319906031695,0.023702492505516867,124
125,0.5227922471424531,0.0236733763217955,125
126,0.5366217115100431,0.026687411266360556,126
127,0.5357926275492666,0.02785759530484533,127
128,0.5351220939627372,0.02718099390480166,128
